instance_id,party,benchmark_state_count_excluding_idle,visit_location_count,action_count_including_idle,idle_action,horizon,method,source,seed,objective,published_gurobi_bfs,improvement_over_published_bfs_percent,gap_to_published_bfs_percent,published_gurobi_gap_percent,measured_exact_objective,gap_to_measured_exact_percent,measured_exact_status,feasible,runtime_seconds,idle_days,unique_locations,visit_hhi,start_generation_seconds,improvement_seconds,itinerary
D_30S_75P,D,30,30,31,0,75,greedy_exact_increment,measured,42,248521.848,271750.1,-8.547651684396797,8.547651684396797,116.4,,,,True,0.06360820200006856,17,9,0.15041617122473244,0.0,0.0,"[23, 23, 11, 11, 3, 0, 0, 23, 23, 29, 11, 3, 0, 0, 23, 23, 10, 29, 10, 0, 0, 16, 29, 3, 16, 10, 0, 0, 16, 29, 10, 16, 5, 0, 0, 3, 5, 15, 10, 6, 0, 0, 29, 11, 16, 3, 10, 0, 0, 11, 29, 3, 11, 23, 0, 0, 23, 29, 11, 16, 23, 0, 3, 10, 23, 11, 29, 3, 23, 10, 11, 16, 23, 29, 3]"
D_30S_75P,D,30,30,31,0,75,stable_mlp_greedy,measured,42,272203.21900000004,271750.1,0.16674106099687333,-0.16674106099687333,116.4,,,,True,0.20984312600012345,17,9,0.11890606420927467,0.0,0.0,"[23, 23, 11, 11, 29, 0, 0, 23, 23, 11, 11, 29, 0, 0, 3, 3, 10, 10, 16, 0, 0, 16, 5, 10, 10, 5, 0, 0, 15, 5, 15, 6, 5, 0, 0, 15, 5, 15, 6, 5, 0, 0, 15, 5, 15, 6, 5, 0, 0, 15, 5, 10, 10, 16, 0, 0, 16, 3, 10, 10, 16, 0, 3, 29, 3, 29, 23, 23, 11, 11, 29, 3, 29, 23, 23]"
D_30S_75P,D,30,30,31,0,75,stable_mlp_best_of_128,measured,42,275899.80100000004,271750.1,1.5270283249206016,-1.5270283249206016,116.4,,,,True,11.653346161000172,17,12,0.09512485136741974,0.0,0.0,"[23, 23, 11, 11, 3, 0, 0, 23, 23, 11, 11, 29, 0, 0, 3, 10, 16, 16, 10, 0, 0, 3, 10, 5, 13, 6, 0, 0, 5, 30, 6, 15, 15, 0, 0, 0, 24, 13, 30, 15, 30, 0, 0, 15, 5, 24, 30, 5, 0, 0, 16, 6, 5, 10, 16, 0, 0, 16, 10, 3, 3, 10, 16, 29, 29, 10, 23, 23, 11, 11, 29, 29, 3, 23, 23]"
D_30S_75P,D,30,30,31,0,75,stable_mlp_sgbs_64,measured,42,272997.728,271750.1,0.4591085707052274,-0.4591085707052274,116.4,,,,True,542.3457957769997,17,9,0.11533888228299642,0.0,0.0,"[23, 23, 11, 11, 29, 0, 0, 23, 23, 11, 11, 29, 0, 0, 3, 3, 10, 10, 16, 0, 0, 16, 5, 10, 10, 5, 0, 0, 6, 5, 15, 15, 5, 0, 0, 6, 6, 15, 15, 5, 0, 0, 5, 6, 15, 15, 5, 0, 0, 5, 16, 10, 16, 10, 0, 0, 3, 16, 10, 16, 10, 0, 3, 3, 29, 29, 23, 23, 11, 11, 3, 29, 29, 23, 23]"
D_30S_75P,D,30,30,31,0,75,attention_greedy,measured,42,274493.31,271750.1,1.0094605300973287,-1.0094605300973287,116.4,,,,True,0.4377180510000471,17,15,0.08620689655172413,0.0,0.0,"[23, 11, 23, 3, 11, 0, 0, 23, 29, 23, 3, 10, 0, 0, 29, 29, 10, 16, 10, 0, 0, 16, 5, 5, 16, 15, 0, 0, 6, 30, 13, 24, 15, 0, 0, 21, 30, 13, 22, 6, 0, 0, 24, 1, 21, 30, 0, 15, 0, 0, 5, 6, 5, 16, 16, 0, 0, 10, 10, 29, 29, 3, 3, 11, 11, 23, 23, 29, 3, 3, 11, 11, 23, 23, 10]"
D_30S_75P,D,30,30,31,0,75,attention_best_of_128,measured,42,276277.15800000005,271750.1,1.6658900953486595,-1.6658900953486595,116.4,,,,True,11.632107593999535,17,15,0.08739595719381688,0.0,0.0,"[23, 11, 23, 11, 3, 0, 0, 23, 29, 23, 10, 3, 0, 0, 29, 10, 29, 10, 16, 0, 0, 16, 10, 5, 6, 15, 0, 0, 24, 30, 13, 6, 15, 0, 0, 21, 30, 22, 24, 13, 0, 0, 1, 5, 0, 6, 30, 15, 0, 0, 5, 5, 16, 16, 15, 0, 0, 10, 10, 16, 29, 29, 3, 3, 11, 11, 23, 23, 29, 3, 3, 11, 11, 23, 23]"
D_30S_75P,D,30,30,31,0,75,attention_sgbs_64,measured,42,276095.621,271750.1,1.5990871760488803,-1.5990871760488803,116.4,,,,True,553.9352360960002,17,15,0.08501783590963138,0.0,0.0,"[23, 11, 23, 11, 3, 0, 0, 23, 29, 23, 10, 3, 0, 0, 29, 29, 10, 10, 16, 0, 0, 16, 5, 5, 15, 15, 0, 0, 6, 30, 13, 24, 21, 0, 0, 6, 30, 13, 22, 24, 0, 0, 1, 21, 30, 0, 15, 6, 0, 0, 5, 5, 16, 16, 15, 0, 0, 10, 10, 16, 29, 29, 3, 3, 11, 11, 23, 23, 29, 3, 3, 11, 11, 23, 23]"
D_30S_75P,D,30,30,31,0,75,hierarchical_greedy,measured,42,274987.83100000006,271750.1,1.1914369120747654,-1.1914369120747654,116.4,,,,True,0.412607799999023,17,15,0.08501783590963138,0.0,0.0,"[23, 11, 23, 3, 11, 0, 0, 23, 3, 23, 11, 11, 0, 0, 3, 29, 10, 29, 16, 0, 0, 5, 15, 5, 6, 30, 0, 0, 13, 15, 24, 6, 30, 0, 0, 0, 21, 13, 22, 24, 1, 0, 0, 21, 30, 13, 6, 15, 0, 0, 5, 5, 16, 10, 16, 0, 0, 29, 10, 3, 16, 29, 10, 3, 29, 10, 23, 23, 11, 11, 29, 3, 10, 23, 23]"
D_30S_75P,D,30,30,31,0,75,hierarchical_best_of_128,measured,42,275217.316,271750.1,1.2758839831153752,-1.2758839831153752,116.4,,,,True,11.790828979001162,17,16,0.08323424494649227,0.0,0.0,"[23, 11, 23, 3, 11, 0, 0, 23, 3, 23, 11, 11, 0, 0, 3, 29, 10, 29, 16, 0, 0, 5, 5, 6, 15, 30, 0, 0, 13, 24, 6, 30, 15, 0, 0, 0, 22, 21, 13, 18, 24, 0, 0, 1, 21, 30, 15, 6, 0, 0, 5, 5, 16, 16, 10, 0, 0, 3, 29, 10, 29, 16, 10, 3, 16, 29, 23, 23, 11, 11, 29, 10, 3, 23, 23]"
D_30S_75P,D,30,30,31,0,75,hierarchical_sgbs_64,measured,42,275204.582,271750.1,1.2711980602767095,-1.2711980602767095,116.4,,,,True,561.7555271399997,17,15,0.08382877526753864,0.0,0.0,"[23, 11, 23, 3, 11, 0, 0, 23, 3, 23, 11, 11, 0, 0, 3, 29, 10, 10, 16, 0, 0, 5, 15, 5, 6, 30, 0, 0, 13, 15, 24, 21, 30, 0, 0, 0, 13, 24, 22, 21, 1, 0, 0, 13, 6, 30, 15, 5, 0, 0, 6, 15, 16, 5, 16, 0, 0, 29, 10, 29, 3, 16, 10, 3, 29, 10, 23, 23, 11, 29, 11, 3, 29, 23, 23]"
